time,distance
1461396892.5808332,0
1461396892.6394439,0
1461396892.6977584,0
1461396892.755978,0
1461396892.8137176,0
1461396892.871952,0
1461396892.9302213,0
1461396892.988479,0
1461396893.0466893,0
1461396893.104868,0
1461396893.1631997,0
1461396893.2213635,0
1461396893.2795093,0
1461396893.3378403,0
1461396893.3960555,0
1461396893.4578578,0
1461396893.5192893,0
1461396893.5767214,0
1461396893.6349542,0
1461396893.6930504,0
1461396893.7511134,0
1461396893.8093424,0
1461396893.8675032,0
1461396893.925552,0
1461396893.9836068,0
1461396894.0410995,0
1461396894.0992858,0
1461396894.1574252,0
1461396894.2151794,0
1461396894.2763016,0
1461396894.3342803,0
1461396894.3922715,0
1461396894.4502952,0
1461396894.508299,0
1461396894.566446,0
1461396894.624564,0
1461396894.686011,0
1461396894.7441506,0
1461396894.8021922,0
1461396894.860216,0
1461396894.9182024,0
1461396894.9763737,0
1461396895.0344677,0
1461396895.0958753,0
1461396895.153944,0
1461396895.2120252,0
1461396895.2702527,0
1461396895.3282104,0
1461396895.3862612,0
1461396895.4442854,0
1461396895.5022998,0
1461396895.5602205,0
1461396895.6182504,0
1461396895.676282,0
1461396895.7344306,0
1461396895.7926161,0
1461396895.8506067,0
1461396895.9085236,0
1461396895.9664824,0
1461396896.0245125,0
1461396896.0828645,0
1461396896.1408894,0
1461396896.1990721,0
1461396896.2570224,0
1461396896.3150396,0
1461396896.3731637,0
1461396896.430405,0
1461396896.488432,0
1461396896.5467353,0
1461396896.604814,0
1461396896.662894,0
1461396896.7212417,0
1461396896.77921,0
1461396896.8374293,0
1461396896.8953905,0
1461396896.9529228,0
1461396897.0157542,0
1461396897.0738516,0
1461396897.1318133,0
1461396897.1897616,0
1461396897.247796,0
1461396897.305728,0
1461396897.3637218,0
1461396897.4210174,0
1461396897.478943,0
1461396897.5371602,0
1461396897.5953667,0
1461396897.6536958,0
1461396897.7117362,0
1461396897.7697136,0
1461396897.827751,0
1461396897.8856924,0
1461396897.9435842,0
1461396898.0015604,0
1461396898.05893,0
1461396898.1168988,0
1461396898.1749456,0
1461396898.2330437,0
1461396898.291004,0
1461396898.3489022,0
1461396898.4068496,0
1461396898.4648821,0
1461396898.5234292,0
1461396898.5815012,0
1461396898.6395624,0
1461396898.6975372,0
1461396898.7557385,0
1461396898.813774,0
1461396898.8718576,0
1461396898.9298842,0
1461396898.9880927,0
1461396899.0462914,0
1461396899.1042542,0
1461396899.162278,0
1461396899.2205324,0
1461396899.2792964,0
1461396899.3378882,0
1461396899.39646,0
1461396899.4549847,0
1461396899.5135462,0
1461396899.5719728,0
1461396899.630452,0
1461396899.6891236,0
1461396899.7483547,0
1461396899.8068755,0
1461396899.8653846,0
1461396899.9232686,0
1461396899.9817479,0
1461396900.0435295,0
1461396900.1010618,0
1461396900.1596415,0
1461396900.2182012,0
1461396900.276747,0
1461396900.3353717,0
1461396900.394,0
1461396900.4525306,0
1461396900.5112057,0
1461396900.5695808,0
1461396900.6282115,0
1461396900.6859124,0
1461396900.7438118,0
1461396900.8013418,0
1461396900.859738,0
1461396900.9182975,0
1461396900.9768732,0
1461396901.0354252,0
1461396901.0939608,0
1461396901.1523354,0
1461396901.2108622,0
1461396901.2695236,0
1461396901.328162,0
1461396901.3857198,0
1461396901.4442682,0
1461396901.506194,0
1461396901.564773,0
1461396901.6231956,0
1461396901.6810215,0
1461396901.7387693,0
1461396901.797362,0
1461396901.8557577,0
1461396901.9142199,0
1461396901.9726331,0
1461396902.031512,0
1461396902.090023,0
1461396902.1484346,0
1461396902.2069566,0
1461396902.2653158,0
1461396902.323658,0
1461396902.3822193,0
1461396902.4399228,0
1461396902.4984853,0
1461396902.5575414,0
1461396902.6161902,0
1461396902.6740716,0
1461396902.7328534,0
1461396902.7914546,0
1461396902.8500133,0
1461396902.9085703,0
1461396902.9672596,0
1461396903.024761,0
1461396903.0833406,0
1461396903.1420195,0
1461396903.2039711,0
1461396903.262481,0
1461396903.3209937,0
1461396903.3794732,0
1461396903.4379907,0
1461396903.4965363,0
1461396903.5550153,0
1461396903.6137233,0
1461396903.672156,0
1461396903.7307239,0
1461396903.7894769,0
1461396903.8536355,0
1461396903.9134722,0
1461396903.9734533,0
1461396904.033489,0
1461396904.0934803,0
1461396904.1535134,0
1461396904.213528,0
1461396904.273564,0
1461396904.3336053,0
1461396904.393665,0
1461396904.4536812,0
1461396904.5137246,0
1461396904.5737252,0
1461396904.633768,0
1461396904.693858,0
1461396904.7538261,0
1461396904.8138654,0
1461396904.8738925,0
1461396904.9339092,0
1461396904.9939651,0
1461396905.05398,0
1461396905.1140172,0
1461396905.174043,0
1461396905.234072,0
1461396905.2941296,0
1461396905.3541553,0
1461396905.4141977,0
1461396905.474207,0
1461396905.534275,0
1461396905.5942988,0
1461396905.6543193,0
1461396905.7143497,0
1461396905.7743979,0
1461396905.834452,0
1461396905.8944857,0
1461396905.954478,0
1461396906.0145266,0
1461396906.0745325,0
1461396906.1345978,0
1461396906.1946187,0
1461396906.2546515,0
1461396906.3146813,0
1461396906.3747125,0
1461396906.4347315,0
1461396906.4949985,0
1461396906.554815,0
1461396906.61484,0
1461396906.6748872,0
1461396906.7348993,0
1461396906.7949414,0
1461396906.8549936,0
1461396906.9150074,0
1461396906.9750307,0
1461396907.0350747,0
1461396907.095105,0
1461396907.155157,0
1461396907.2151825,-1
1461396907.275191,0
1461396907.3352509,0
1461396907.3952827,0
1461396907.455326,0
1461396907.5153565,0
1461396907.5753756,0
1461396907.6354144,0
1461396907.6954386,0
1461396907.7554643,0
1461396907.8154821,0
1461396907.8755286,0
1461396907.935562,0
1461396907.9955966,0
1461396908.055618,0
1461396908.1156628,0
1461396908.1756806,0
1461396908.2357225,0
1461396908.2957582,0
1461396908.3557787,0
1461396908.415822,0
1461396908.4758646,0
1461396908.5358918,0
1461396908.595945,0
1461396908.6559615,0
1461396908.7159748,0
1461396908.77602,0
1461396908.8360898,0
1461396908.896095,0
1461396908.9561272,0
1461396909.016154,0
1461396909.0761812,0
1461396909.1362164,0
1461396909.1962636,0
1461396909.2562625,0
1461396909.3163314,-1
1461396909.3763716,0
1461396909.4363782,0
1461396909.4965246,-1
1461396909.5564768,0
1461396909.616486,0
1461396909.6765323,0
1461396909.7365453,0
1461396909.7965815,0
1461396909.8566031,0
1461396909.916639,0
1461396909.9766588,0
1461396910.0367153,0
1461396910.0967326,0
1461396910.1567802,0
1461396910.2168026,0
1461396910.2768288,0
1461396910.33686,0
1461396910.3969233,0
1461396910.4569242,0
1461396910.5169804,0
1461396910.5769975,0
1461396910.6370351,0
1461396910.697071,0
1461396910.7570875,0
1461396910.8171275,0
1461396910.8771694,0
1461396910.9371762,0
1461396910.9972415,0
1461396911.0572648,0
1461396911.1173205,0
1461396911.177343,0
1461396911.2373416,0
1461396911.2974114,0
1461396911.3574274,0
1461396911.4174595,0
1461396911.4774847,0
1461396911.5375447,0
1461396911.5975597,0
1461396911.6575918,0
1461396911.717627,0
1461396911.777656,0
1461396911.8376927,0
1461396911.8977437,0
1461396911.9577434,0
1461396912.0178027,0
1461396912.077804,0
1461396912.1378303,0
1461396912.1978998,0
1461396912.257904,0
1461396912.3179467,0
1461396912.3779788,0
1461396912.4380145,0
1461396912.4980545,0
1461396912.5580842,0
1461396912.6181176,0
1461396912.6781452,0
1461396912.7381697,0
1461396912.7982166,0
1461396912.8582358,0
1461396912.9182887,0
1461396912.9783118,0
1461396913.0383813,0
1461396913.0983949,0
1461396913.158399,0
1461396913.2184367,0
1461396913.2784667,0
1461396913.3385026,0
1461396913.3985348,0
1461396913.4585876,0
1461396913.5186248,-5
1461396913.5786371,-1
1461396913.6386783,0
1461396913.69872,0
1461396913.7587216,0
1461396913.8187718,-1
1461396913.8788078,0
1461396913.9388528,0
1461396913.9988832,0
1461396914.0589218,-1
1461396914.1189394,0
1461396914.178972,0
1461396914.238995,0
1461396914.2990298,0
1461396914.3590941,0
1461396914.4191043,0
1461396914.479142,0
1461396914.5392225,-1
1461396914.5992215,0
1461396914.659239,0
1461396914.7192686,-1
1461396914.7792976,-1
1461396914.8393533,0
1461396914.899375,0
1461396914.959389,-1
1461396915.019427,0
1461396915.079451,-1
1461396915.139495,0
1461396915.1995254,0
1461396915.2595732,0
1461396915.3195992,0
1461396915.3796396,0
1461396915.4396677,0
1461396915.4996784,0
1461396915.5597603,-1
1461396915.6197696,-1
1461396915.679807,0
1461396915.7398229,0
1461396915.7998579,0
1461396915.859886,0
1461396915.9199157,0
1461396915.979946,0
1461396916.040006,0
1461396916.1000314,0
1461396916.1600556,0
1461396916.2200868,0
1461396916.2801065,0
1461396916.3401525,0
1461396916.400197,0
1461396916.4602022,0
1461396916.5204504,0
1461396916.5802584,0
1461396916.6403067,0
1461396916.7003543,0
1461396916.7603707,0
1461396916.8204145,0
1461396916.8804529,0
1461396916.9404688,0
1461396917.0005314,0
1461396917.0605595,0
1461396917.1205854,0
1461396917.1806116,-1
1461396917.2406428,0
1461396917.3006809,0
1461396917.3607025,0
1461396917.420737,0
1461396917.4807339,0
1461396917.5408201,0
