time,distance
1461394344.8505096,0
1461394344.9091125,0
1461394344.967486,0
1461394345.0259116,0
1461394345.0841258,0
1461394345.1423872,0
1461394345.2006006,0
1461394345.2588468,0
1461394345.3170345,0
1461394345.375323,0
1461394345.4335349,0
1461394345.4919865,0
1461394345.5500677,0
1461394345.60832,0
1461394345.6665509,0
1461394345.7247932,0
1461394345.782941,0
1461394345.8412173,0
1461394345.8994021,0
1461394345.9574766,0
1461394346.0155993,0
1461394346.073789,0
1461394346.1322277,0
1461394346.1903803,0
1461394346.2493403,0
1461394346.307619,0
1461394346.3657799,0
1461394346.4237633,0
1461394346.4822752,0
1461394346.5437882,0
1461394346.6020346,0
1461394346.66019,0
1461394346.7185655,0
1461394346.7768493,0
1461394346.8351974,0
1461394346.8934908,0
1461394346.9551215,0
1461394347.0136364,0
1461394347.0718527,0
1461394347.1301904,0
1461394347.1884012,0
1461394347.2466168,0
1461394347.3048592,0
1461394347.3624194,0
1461394347.4207466,0
1461394347.4791799,0
1461394347.5374446,0
1461394347.595651,0
1461394347.6539066,0
1461394347.712154,0
1461394347.7737224,0
1461394347.832452,0
1461394347.8906956,0
1461394347.9500632,0
1461394348.0092432,0
1461394348.0684533,0
1461394348.127439,0
1461394348.1865745,0
1461394348.2453256,0
1461394348.3039913,0
1461394348.3627915,0
1461394348.4248939,0
1461394348.483012,0
1461394348.542257,0
1461394348.6013765,0
1461394348.6603897,0
1461394348.7194767,0
1461394348.7784302,0
1461394348.837284,0
1461394348.8990262,0
1461394348.957973,0
1461394349.016766,0
1461394349.0754404,0
1461394349.1343858,0
1461394349.1930687,0
1461394349.2518404,0
1461394349.3109715,0
1461394349.3696733,0
1461394349.4288154,0
1461394349.4876328,0
1461394349.546659,0
1461394349.6088119,0
1461394349.6667604,0
1461394349.725539,0
1461394349.784329,0
1461394349.8432868,0
1461394349.9023087,0
1461394349.9613774,0
1461394350.0210023,0
1461394350.0791621,0
1461394350.1413302,0
1461394350.2004857,0
1461394350.25898,0
1461394350.3174498,0
1461394350.3760498,0
1461394350.434605,0
1461394350.493166,0
1461394350.551594,0
1461394350.6100044,0
1461394350.667473,0
1461394350.7261138,0
1461394350.7879162,0
1461394350.846428,0
1461394350.9048357,0
1461394350.9631789,0
1461394351.0210595,0
1461394351.0794806,0
1461394351.1380417,0
1461394351.1963942,0
1461394351.2548542,0
1461394351.3131857,0
1461394351.3717034,0
1461394351.4301536,0
1461394351.4886005,0
1461394351.5470212,0
1461394351.6054335,0
1461394351.6638918,0
1461394351.7225122,0
1461394351.7808921,0
1461394351.8393219,0
1461394351.897758,0
1461394351.956136,0
1461394352.0147567,0
1461394352.0731697,0
1461394352.131501,0
1461394352.1899014,0
1461394352.2482548,0
1461394352.3065784,0
1461394352.364929,0
1461394352.4232976,0
1461394352.4817605,0
1461394352.540148,0
1461394352.5985591,0
1461394352.656992,0
1461394352.7153876,0
1461394352.7739513,0
1461394352.8324199,0
1461394352.8911777,0
1461394352.9496148,0
1461394353.0081494,0
1461394353.0666673,0
1461394353.125208,0
1461394353.1838515,0
1461394353.242418,0
1461394353.3008454,0
1461394353.359359,0
1461394353.4179335,0
1461394353.4764235,0
1461394353.5344777,0
1461394353.5926578,0
1461394353.6508818,0
1461394353.7124155,0
1461394353.7701344,0
1461394353.8286407,0
1461394353.887085,0
1461394353.9454992,0
1461394354.0038705,0
1461394354.0657597,0
1461394354.1276577,0
1461394354.1863286,0
1461394354.2481146,0
1461394354.3064537,0
1461394354.3647854,0
1461394354.4266434,0
1461394354.4851532,0
1461394354.5435696,0
1461394354.6019783,0
1461394354.6605542,0
1461394354.7190132,0
1461394354.780852,0
1461394354.8399878,0
1461394354.8984315,0
1461394354.9574232,0
1461394355.016025,0
1461394355.077795,0
1461394355.136429,0
1461394355.1951618,0
1461394355.2540228,0
1461394355.3124754,0
1461394355.3709006,0
1461394355.429433,0
1461394355.4884102,0
1461394355.5470886,0
1461394355.6055827,0
1461394355.664133,0
1461394355.7226205,0
1461394355.7845235,0
1461394355.8429675,0
1461394355.9014554,0
1461394355.9590714,0
1461394356.0176778,0
1461394356.076616,0
1461394356.1352184,0
1461394356.1942058,0
1461394356.2527578,0
1461394356.3112683,0
1461394356.3730109,0
1461394356.431676,0
1461394356.4935436,0
1461394356.5522323,0
1461394356.6110568,0
1461394356.6730833,0
1461394356.7315772,0
1461394356.7893171,0
1461394356.8477223,0
1461394356.9063933,0
1461394356.9652207,0
1461394357.0236259,0
1461394357.0820386,0
1461394357.140303,0
1461394357.1985934,0
1461394357.2569282,0
1461394357.3152027,0
1461394357.3729048,0
1461394357.431233,0
1461394357.4897075,0
1461394357.548142,0
1461394357.6068132,0
1461394357.6652007,0
1461394357.7237766,0
1461394357.782341,0
1461394357.8407097,0
1461394357.899111,0
1461394357.9574137,0
1461394358.0158334,0
1461394358.073683,0
1461394358.1322465,0
1461394358.1906855,0
1461394358.2490976,0
1461394358.3075616,0
1461394358.3661897,0
1461394358.4245944,0
1461394358.48314,0
1461394358.5416431,0
1461394358.6000178,0
1461394358.6583483,0
1461394358.7168047,0
1461394358.775149,0
1461394358.8335016,0
1461394358.891971,0
1461394358.95055,0
1461394359.008863,0
1461394359.0674715,0
1461394359.1259294,0
1461394359.1843097,0
1461394359.2426593,0
1461394359.3010824,0
1461394359.3627758,0
1461394359.4211435,0
1461394359.4796488,0
1461394359.5383775,0
1461394359.5968487,0
1461394359.655535,0
1461394359.714334,0
1461394359.772941,0
1461394359.8314562,0
1461394359.8890374,0
1461394359.9481485,0
1461394360.0058677,0
1461394360.064357,0
1461394360.1219416,0
1461394360.180392,0
1461394360.23818,0
1461394360.2966146,0
1461394360.3552532,0
1461394360.4137702,0
1461394360.4724026,0
1461394360.5342977,0
1461394360.5931838,0
1461394360.6517513,0
1461394360.710293,0
1461394360.7688143,0
1461394360.8273401,0
1461394360.8859296,0
1461394360.9443247,0
1461394361.0028872,0
1461394361.0613382,0
1461394361.1198611,0
1461394361.1783595,0
1461394361.2369354,0
1461394361.2953517,0
1461394361.3541374,0
1461394361.4125142,0
1461394361.4710107,0
1461394361.5289145,0
1461394361.58758,0
1461394361.6462815,0
1461394361.7047448,0
1461394361.763227,0
1461394361.821664,0
1461394361.880216,0
1461394361.9387476,0
1461394361.9972332,0
1461394362.0558355,0
1461394362.114378,0
1461394362.173101,0
1461394362.2316253,0
1461394362.2901294,0
1461394362.3487048,0
1461394362.407044,0
1461394362.4656346,0
1461394362.5243285,0
1461394362.5828445,0
1461394362.6414611,0
1461394362.699835,0
1461394362.7583063,0
1461394362.816755,0
1461394362.8752291,0
1461394362.9337316,0
1461394362.991495,0
1461394363.0500565,0
1461394363.1080627,0
1461394363.1664526,0
1461394363.2248943,0
1461394363.2834394,0
1461394363.3417964,0
1461394363.400275,0
1461394363.458713,0
1461394363.51721,0
1461394363.5756114,0
1461394363.633384,0
1461394363.6916757,0
1461394363.7502909,0
1461394363.8081,0
1461394363.866569,0
1461394363.925283,0
1461394363.9836237,0
1461394364.0422506,0
1461394364.1008382,0
1461394364.1594598,0
1461394364.2181509,0
1461394364.2766266,0
1461394364.3351147,0
1461394364.3935654,0
1461394364.452068,0
1461394364.5107741,0
1461394364.5694554,0
1461394364.628068,0
1461394364.6866982,0
1461394364.7485363,0
1461394364.8069642,0
1461394364.865321,0
1461394364.9237726,0
1461394364.982108,0
1461394365.0404742,0
1461394365.0992222,0
1461394365.1576755,0
1461394365.2161157,0
1461394365.2746372,0
1461394365.3330834,0
1461394365.3915446,0
1461394365.4502718,0
1461394365.5089982,0
1461394365.5674634,0
1461394365.6260183,0
1461394365.684568,0
1461394365.74303,0
1461394365.8016496,0
1461394365.860726,0
1461394365.9191833,0
1461394365.9775953,0
1461394366.0360436,0
1461394366.0946639,0
1461394366.1531577,0
1461394366.2117128,0
1461394366.2701008,0
1461394366.3284764,0
1461394366.3870442,0
1461394366.4456546,0
1461394366.5042748,0
1461394366.5628552,0
1461394366.6212938,0
1461394366.6797569,0
1461394366.738439,0
1461394366.7961502,0
1461394366.8546035,0
1461394366.9131248,0
1461394366.9722369,0
1461394367.0309074,0
1461394367.0893803,0
1461394367.147783,0
1461394367.2089932,0
1461394367.267359,0
1461394367.32922,0
1461394367.3875692,0
1461394367.4465039,0
1461394367.5050614,0
1461394367.5637906,0
1461394367.6224432,0
1461394367.6815224,0
1461394367.7432775,0
1461394367.8016384,0
1461394367.8601615,0
1461394367.918684,0
1461394367.9771788,0
1461394368.0355778,0
1461394368.0941226,0
1461394368.152476,0
1461394368.210897,0
1461394368.2693183,0
1461394368.328072,0
1461394368.3864286,0
1461394368.4440002,0
1461394368.5024445,0
1461394368.5610037,0
1461394368.6194358,0
1461394368.677946,0
1461394368.736306,0
1461394368.794691,0
1461394368.8530962,0
1461394368.9115496,0
1461394368.9699235,0
1461394369.028363,0
1461394369.0867934,0
1461394369.1446126,0
1461394369.2030544,0
1461394369.260645,0
1461394369.319095,0
1461394369.3778062,0
1461394369.4363077,0
1461394369.4950197,0
1461394369.5535805,0
1461394369.6120446,0
1461394369.6705527,0
1461394369.7289755,0
1461394369.7873518,0
1461394369.8459737,0
1461394369.9045038,0
1461394369.9628527,0
1461394370.0212555,0
1461394370.080002,0
1461394370.138432,0
1461394370.196874,0
1461394370.2553465,0
1461394370.3137982,0
1461394370.372399,0
1461394370.4308367,0
1461394370.4892874,0
1461394370.5477934,0
1461394370.6063414,0
1461394370.6647966,0
1461394370.7233343,0
1461394370.785298,0
1461394370.8436277,0
1461394370.9022384,0
1461394370.9606025,0
1461394371.019133,0
1461394371.077588,0
1461394371.1360652,0
1461394371.1938546,0
1461394371.2525346,0
1461394371.3111439,0
1461394371.36975,0
1461394371.4275022,0
1461394371.486055,0
1461394371.5444937,0
1461394371.6055818,0
1461394371.6642895,0
1461394371.7229216,0
1461394371.781371,0
1461394371.8398747,0
1461394371.9017253,0
1461394371.960225,0
1461394372.0186226,0
1461394372.0770278,0
1461394372.135478,0
1461394372.194065,0
1461394372.2525823,0
1461394372.311047,0
1461394372.3694272,0
1461394372.4279032,0
1461394372.4864473,0
1461394372.5450277,0
1461394372.6035903,0
1461394372.6621716,0
1461394372.720949,0
1461394372.7794557,0
1461394372.8380969,0
1461394372.896524,0
1461394372.954936,0
1461394373.0133843,0
1461394373.0717838,0
1461394373.130225,0
1461394373.1887643,0
1461394373.2471743,0
1461394373.305585,0
1461394373.3642812,0
1461394373.4227226,0
1461394373.4805999,0
1461394373.5392022,0
1461394373.5976787,0
1461394373.6565514,0
1461394373.7150922,0
1461394373.7735314,0
1461394373.832118,0
1461394373.8939579,0
1461394373.9525614,0
1461394374.011023,0
1461394374.0698655,0
1461394374.1284184,0
1461394374.1862192,0
1461394374.2447946,0
1461394374.3031747,0
1461394374.361601,0
1461394374.422702,0
1461394374.4811797,0
1461394374.5388503,0
1461394374.6000443,0
1461394374.65868,0
1461394374.7171001,0
1461394374.7755177,0
1461394374.8341088,0
1461394374.892581,0
1461394374.9510002,0
1461394375.009763,0
1461394375.0682924,0
1461394375.1266303,0
1461394375.1850684,0
1461394375.2434528,0
1461394375.3019874,0
1461394375.3604305,0
1461394375.4215028,0
1461394375.4799697,0
1461394375.538477,0
1461394375.596906,0
1461394375.6553764,0
1461394375.7137523,0
1461394375.7721376,0
1461394375.830715,0
1461394375.8890877,0
1461394375.947509,0
1461394376.0054872,0
1461394376.0641334,0
1461394376.1232848,0
1461394376.181716,0
1461394376.2401478,0
1461394376.2986064,0
1461394376.356992,0
1461394376.4155462,0
1461394376.4740405,0
1461394376.532601,0
1461394376.5910628,0
1461394376.649625,0
1461394376.7083445,0
1461394376.7667718,0
1461394376.82512,0
1461394376.8835027,0
1461394376.9419882,0
1461394377.0004163,0
1461394377.0589554,0
1461394377.1174204,0
1461394377.1766,0
1461394377.235124,0
1461394377.2935672,0
1461394377.354561,0
1461394377.4131513,0
1461394377.471721,0
1461394377.530285,0
1461394377.5888095,0
1461394377.6472945,0
1461394377.7059624,0
1461394377.7643287,0
1461394377.822866,0
1461394377.8807125,0
1461394377.9395542,0
1461394377.9980178,0
1461394378.0564811,0
1461394378.1148984,0
1461394378.1732593,0
1461394378.2317753,0
1461394378.29027,0
1461394378.348732,0
1461394378.4072008,0
1461394378.46566,0
1461394378.5243232,0
1461394378.582716,0
1461394378.6412573,0
1461394378.699077,0
1461394378.7576947,0
1461394378.816466,0
1461394378.8749142,0
1461394378.9333978,0
1461394378.9917502,0
1461394379.0504465,0
1461394379.1089394,0
1461394379.1672852,0
1461394379.2256427,0
1461394379.2839816,0
1461394379.3423488,0
1461394379.399913,0
1461394379.4585085,0
1461394379.5172408,0
1461394379.575857,0
1461394379.6345356,0
1461394379.6931047,0
1461394379.7517383,0
1461394379.8102624,0
1461394379.8688328,0
1461394379.9271855,0
1461394379.9857202,0
1461394380.0441191,0
1461394380.1024163,0
1461394380.1609242,0
1461394380.2193,0
1461394380.2778714,0
1461394380.3364868,0
1461394380.3952186,0
1461394380.4536974,0
1461394380.5123127,0
1461394380.5707548,0
1461394380.62931,0
1461394380.6876965,0
1461394380.7463539,0
1461394380.8046904,0
1461394380.8630822,0
1461394380.9216702,0
1461394380.980081,0
1461394381.0387812,0
1461394381.0973506,0
1461394381.1586866,0
1461394381.2172213,0
1461394381.2761111,0
1461394381.3346057,0
1461394381.3932092,0
1461394381.4519117,0
1461394381.510468,0
1461394381.568953,0
1461394381.6272748,0
1461394381.685649,0
1461394381.7442958,0
1461394381.8028338,0
1461394381.861785,0
