time,distance,uavangle,height
1461464206.5610297,0,0,56
1461464206.6167836,0,0,56
1461464206.6726818,0,0,56
1461464206.7284534,0,0,56
1461464206.7841923,0,0,56
1461464206.83991,0,0,56
1461464206.8955908,0,0,56
1461464206.9514658,0,0,56
1461464207.0072386,0,0,56
1461464207.0629685,0,0,56
1461464207.1187112,0,0,56
1461464207.1743646,0,0,56
1461464207.22998,0,0,56
1461464207.2856286,0,0,56
1461464207.341373,0,0,56
1461464207.3970273,0,0,56
1461464207.4529033,0,0,57
1461464207.5086656,0,0,56
1461464207.5644276,0,0,56
1461464207.620416,0,0,56
1461464207.6762009,0,0,58
1461464207.7321277,0,0,56
1461464207.7880166,0,0,56
1461464207.8436933,0,0,56
1461464207.8993473,0,0,56
1461464207.9550748,0,0,56
1461464208.010949,0,0,56
1461464208.0665982,0,0,56
1461464208.1224723,0,0,56
1461464208.1782503,0,0,56
1461464208.2338622,0,0,56
1461464208.2894948,0,0,56
1461464208.3451207,0,0,56
1461464208.4007561,0,0,56
1461464208.4563808,0,0,56
1461464208.5122466,0,0,56
1461464208.567945,0,0,56
1461464208.6236515,0,0,56
1461464208.6792898,0,0,56
1461464208.7349334,0,0,57
1461464208.791595,0,0,57
1461464208.847546,0,0,56
1461464208.9032536,0,0,56
1461464208.9591267,0,0,57
1461464209.015207,0,0,56
1461464209.0710223,0,0,56
1461464209.1383905,0,0,56
1461464209.2184114,0,0,57
1461464209.2830167,0,0,56
1461464209.353362,0,0,56
1461464209.4153001,0,0,56
1461464209.4435115,3,0,56
1461464209.5035346,3,0,57
1461464209.563569,3,0,57
1461464209.6236258,2,0,57
1461464209.6836264,3,0,57
1461464209.7436635,3,0,56
1461464209.8036811,3,0,56
1461464209.863704,3,0,56
1461464209.9237666,3,0,56
1461464209.983807,2,0,56
1461464210.0438213,3,0,56
1461464210.1038406,2,0,56
1461464210.1638744,3,0,56
1461464210.2239084,3,0,56
1461464210.283938,3,0,56
1461464210.3439631,2,0,57
1461464210.404009,2,0,57
1461464210.464018,2,0,56
1461464210.5243952,2,-1,57
1461464210.5843687,1,0,56
1461464210.6444004,1,0,56
1461464210.7044203,1,0,56
1461464210.7644427,1,0,57
1461464210.8244705,1,0,56
1461464210.8845172,0,-1,56
1461464210.9445472,1,0,56
1461464211.004579,0,-1,56
1461464211.0646064,0,0,56
1461464211.1246445,1,0,56
1461464211.184662,1,0,56
1461464211.2446923,1,0,56
1461464211.3047168,0,0,56
1461464211.3647525,0,0,56
1461464211.424799,1,0,56
1461464211.484824,0,-1,56
1461464211.5448596,1,0,56
1461464211.604879,0,0,56
1461464211.6649137,0,0,56
1461464211.7249482,0,0,56
1461464211.7850146,0,-1,56
1461464211.8450162,0,0,56
1461464211.905062,0,-1,56
1461464211.9650738,0,0,56
1461464212.0251176,0,-1,56
1461464212.085138,0,0,56
1461464212.1452374,0,0,56
1461464212.2052295,0,0,56
1461464212.2652574,0,0,56
1461464212.3252673,0,0,56
1461464212.3853357,0,-1,56
1461464212.4453523,0,0,56
1461464212.50537,0,-1,56
1461464212.5653954,0,-1,56
1461464212.6254206,0,0,56
1461464212.6854527,0,0,56
1461464212.745481,0,0,56
1461464212.8055,0,-1,56
1461464212.865535,0,-1,56
1461464212.9255984,0,0,56
1461464212.9856086,0,1,56
1461464213.0456784,0,0,56
1461464213.1056802,0,0,56
1461464213.1657054,0,0,56
1461464213.2257397,0,0,56
1461464213.2857673,0,-1,56
1461464213.3457894,0,0,56
1461464213.4058647,-1,-1,56
1461464213.4658623,0,0,56
1461464213.5259082,-1,-1,56
1461464213.5859256,-1,-1,56
1461464213.6459985,-1,0,56
1461464213.7060294,0,0,56
1461464213.7660258,-1,0,56
1461464213.8260481,0,0,56
1461464213.8860931,0,0,56
1461464213.9461162,0,0,56
1461464214.006183,-1,-1,56
1461464214.0662074,-1,-1,56
1461464214.1262324,-1,-1,56
1461464214.1862352,-1,0,56
1461464214.2462804,-1,-1,56
1461464214.306294,-1,0,56
1461464214.3663266,-1,0,56
1461464214.4263868,-1,0,56
1461464214.486411,-1,0,56
1461464214.546434,-1,0,56
1461464214.6064522,-1,0,56
1461464214.6664906,-2,-1,56
1461464214.7265253,-1,0,56
1461464214.7865942,-2,-1,56
1461464214.846608,-1,0,56
1461464214.9066298,-3,0,56
1461464214.9666615,-4,0,56
1461464215.026689,-3,0,56
1461464215.086733,-2,0,56
1461464215.146772,-2,0,56
1461464215.2068079,-2,0,56
1461464215.2668343,-2,0,56
1461464215.326845,-1,0,56
1461464215.38691,-2,-1,56
1461464215.446923,-2,0,56
1461464215.5069432,-1,0,56
1461464215.5669684,-2,0,56
1461464215.6270058,-2,-1,56
1461464215.6870475,-2,-1,56
1461464215.747067,-2,-1,56
1461464215.8070939,-2,-1,56
1461464215.8671198,-2,-1,56
1461464215.927171,-2,0,56
1461464215.9872267,-2,0,56
1461464216.0472653,-2,1,56
1461464216.1072822,-2,0,56
1461464216.16735,-2,0,56
1461464216.227363,-2,0,56
1461464216.287379,-3,-1,56
1461464216.3474648,-3,0,56
1461464216.4074814,-3,0,57
1461464216.467558,-2,-1,56
1461464216.52762,-7,0,56
1461464216.5875626,-4,0,56
1461464216.6476111,-6,0,56
1461464216.7076232,-3,0,56
1461464216.767663,-2,0,56
1461464216.8277178,-3,0,56
1461464216.887776,-4,-1,56
1461464216.9477742,-3,0,56
1461464217.0077991,-3,0,56
1461464217.0678074,-3,0,56
1461464217.1278515,-2,0,56
1461464217.1878524,-3,0,56
1461464217.2478862,-3,0,56
1461464217.3079128,-4,-1,56
1461464217.3679402,-1,1,56
1461464217.4279857,-2,0,56
1461464217.4880111,-3,0,56
1461464217.548036,-4,-1,56
1461464217.6080506,-3,0,56
1461464217.6680708,-4,-1,56
1461464217.7281096,-4,-1,56
1461464217.7881246,-3,0,56
1461464217.8482006,-4,0,56
1461464217.9082484,-4,-1,56
1461464217.9682703,-4,-1,56
1461464218.0283036,-4,0,56
1461464218.0882945,-4,0,56
1461464218.148366,-4,0,56
1461464218.2083857,-4,0,56
1461464218.2683883,-3,1,56
1461464218.32841,-4,0,56
1461464218.3884435,-4,-1,56
1461464218.4485106,-4,0,57
1461464218.5085163,-4,0,56
1461464218.5685554,-4,-1,56
1461464218.6286137,-3,0,56
1461464218.6886308,-4,-1,56
1461464218.7486537,-4,0,56
1461464218.8086824,-5,-1,56
1461464218.868729,-5,-1,56
1461464218.9287457,-4,0,56
1461464218.9890013,-4,0,56
1461464219.0488138,-4,0,56
1461464219.1088288,-5,-1,56
1461464219.1688566,-4,0,56
1461464219.2289023,-4,0,56
1461464219.2889209,-5,-1,56
1461464219.3489544,-4,0,56
1461464219.4089756,-5,0,56
1461464219.4690151,-4,0,56
1461464219.5290601,-5,-1,56
1461464219.5890596,-5,0,56
1461464219.6491172,-4,0,56
1461464219.709136,-5,0,56
1461464219.7691734,-5,0,56
1461464219.8292074,-4,0,56
1461464219.8892338,-5,0,56
1461464219.9492629,-5,0,56
1461464220.0092945,-5,0,56
1461464220.0693345,-5,0,56
1461464220.129366,-5,0,56
1461464220.1893964,-5,0,56
1461464220.2494228,-5,0,56
1461464220.3094482,-5,0,56
1461464220.3694825,-5,0,56
1461464220.429524,-5,0,56
1461464220.4895434,-5,0,56
1461464220.549652,-6,-1,56
1461464220.609668,-6,0,56
1461464220.6696582,-6,0,56
1461464220.729701,-6,-1,56
1461464220.7897005,-6,0,56
1461464220.8497608,-5,0,57
1461464220.9098175,-6,-1,56
1461464220.9698153,-6,-1,56
1461464221.0298476,-6,-1,56
1461464221.0898702,-7,-1,56
1461464221.1499178,-6,-1,56
1461464221.2099822,-6,-1,56
1461464221.270366,-7,0,57
1461464221.3299546,-6,0,57
1461464221.3899658,-6,0,56
1461464221.4499161,-6,0,56
1461464221.5098608,-5,0,56
1461464221.5698826,-5,0,56
1461464221.6299021,-5,0,56
1461464221.6899173,-5,0,56
1461464221.74996,-5,0,56
1461464221.810004,-5,0,56
1461464221.8700304,-5,0,56
1461464221.9300442,-5,0,56
1461464221.9900677,-5,0,56
1461464222.0501168,-6,0,56
1461464222.1101334,-5,0,56
1461464222.170172,-6,0,56
1461464222.2301936,-5,0,56
1461464222.2902317,-5,0,56
1461464222.3502638,-6,0,56
1461464222.4102967,-6,0,57
1461464222.4703305,-6,0,56
1461464222.530383,-5,0,57
1461464222.5903866,-5,0,56
1461464222.6504288,-6,0,56
1461464222.7104485,-6,0,56
1461464222.7704885,-6,0,56
1461464222.8305182,-6,0,56
1461464222.8905776,-6,0,56
1461464222.9506168,-6,0,56
1461464223.010628,-6,0,56
1461464223.0706472,-6,0,56
1461464223.1306896,-6,0,56
1461464223.1907008,-6,0,56
1461464223.25078,-6,0,56
1461464223.3107777,-7,0,56
1461464223.3708208,-6,-1,56
1461464223.4308484,-7,0,56
1461464223.4908664,-6,0,56
1461464223.5509474,-7,-1,56
1461464223.610938,-6,0,56
1461464223.6710017,-7,0,56
1461464223.7310016,-6,0,56
1461464223.7910252,-7,0,56
1461464223.8510644,-7,0,56
1461464223.9111066,-7,0,56
1461464223.9711263,-6,0,56
1461464224.0311527,-6,0,56
1461464224.0911996,-6,0,56
1461464224.1512187,-7,0,57
1461464224.2112505,-7,0,56
1461464224.2712772,-7,0,56
1461464224.3313022,-7,0,56
1461464224.3913853,-7,0,56
1461464224.4514112,-7,0,56
1461464224.5114226,-7,0,56
1461464224.571441,-7,0,56
1461464224.6314662,-7,0,56
1461464224.6914856,-7,0,56
1461464224.7515242,-7,0,56
1461464224.8115544,-7,0,56
1461464224.8716118,-7,0,56
1461464224.9316452,-7,0,56
1461464224.9916573,-8,0,56
1461464225.0516994,-8,0,56
1461464225.1117241,-8,0,56
1461464225.171751,-7,0,56
1461464225.231796,-7,0,56
1461464225.2918282,-7,0,56
1461464225.3518822,-8,-1,56
1461464225.4118986,-8,0,56
1461464225.4719217,-8,0,56
1461464225.532219,-9,0,56
1461464225.592263,-9,1,57
1461464225.6523051,-10,-1,57
1461464225.7123473,-9,0,56
1461464225.7723403,-10,-1,57
1461464225.8323567,-9,0,57
1461464225.8924077,-9,0,56
1461464225.9524696,-9,0,56
1461464226.012468,-8,1,57
1461464226.0725186,-9,0,57
1461464226.132553,-9,0,56
1461464226.192568,-9,0,56
1461464226.25259,-9,0,56
1461464226.312618,-10,-1,56
1461464226.3726478,-9,0,56
1461464226.4326751,-10,0,57
1461464226.4926999,-9,0,57
1461464226.5527887,-10,0,57
1461464226.6127903,-9,1,56
1461464226.6728125,-11,-1,57
1461464226.7328432,-10,-1,57
1461464226.7928603,-10,-1,57
1461464226.8528955,-10,-1,57
1461464226.9129498,-10,-1,56
1461464226.9729648,-10,-1,57
1461464227.0330372,-10,0,57
1461464227.0930486,-10,0,57
1461464227.1530652,-11,-1,56
1461464227.2130923,-11,-1,56
1461464227.2731056,-10,0,57
1461464227.333156,-10,0,56
1461464227.3931787,-11,-1,57
1461464227.4532104,-10,0,57
1461464227.5134382,-15,-1,57
1461464227.5734618,-11,-1,57
1461464227.6334717,-9,1,56
1461464227.6934912,-12,0,57
1461464227.7535415,-12,-1,56
1461464227.8135426,-11,0,57
1461464227.8736215,-10,0,57
1461464227.933642,-11,-1,57
1461464227.9936461,-12,0,57
1461464228.0536964,-13,-1,56
1461464228.1137185,-10,1,56
1461464228.1737614,-10,0,56
1461464228.2337947,-10,0,54
1461464228.2938411,-12,-1,56
1461464228.3538437,-12,0,57
1461464228.41387,-11,0,57
1461464228.47393,-11,0,56
1461464228.5339677,-11,-1,56
1461464228.5939665,-12,0,57
1461464228.6540015,-12,1,56
1461464228.714036,-11,0,57
1461464228.774085,-12,0,57
1461464228.8341038,-10,0,57
1461464228.8941307,-13,0,57
1461464228.9541638,-13,0,56
1461464229.014244,-13,-1,56
1461464229.0742624,-11,0,57
1461464229.134295,-11,0,57
1461464229.1942894,-13,-1,57
1461464229.254321,-13,0,57
1461464229.314337,-12,0,56
1461464229.3744094,-13,-1,56
1461464229.4344382,-10,2,57
1461464229.4944572,-13,-1,57
1461464229.5544853,-13,0,57
1461464229.6145136,-13,-1,57
1461464229.6745899,-12,1,56
1461464229.7346778,-12,-1,57
1461464229.7946143,-14,-1,57
1461464229.8546343,-13,0,57
1461464229.914696,-13,0,57
1461464229.9747581,-13,0,56
1461464230.0347946,-13,-1,57
1461464230.0948138,-14,-2,57
1461464230.1548035,-14,-1,57
1461464230.214855,-13,0,56
1461464230.2748654,-12,0,56
1461464230.334937,-13,0,57
1461464230.3949683,-13,0,56
1461464230.4549756,-14,-1,56
1461464230.5152197,-13,0,56
1461464230.5750313,-13,-1,57
1461464230.6350691,-13,0,57
1461464230.695134,-15,-2,57
1461464230.75514,-15,-1,57
1461464230.815152,-12,1,56
1461464230.875187,-13,0,57
1461464230.9352438,-12,0,56
1461464230.9952812,-15,-1,57
1461464231.0553033,-14,-1,57
1461464231.1152918,-13,0,56
1461464231.175331,-13,0,56
1461464231.2353673,-13,0,57
1461464231.2954104,-15,0,57
1461464231.3554385,-15,-1,57
1461464231.4155087,-15,-1,56
1461464231.4755695,-13,0,56
1461464231.5355349,-14,-1,56
1461464231.595569,-16,-1,56
1461464231.655607,-15,-2,56
1461464231.7156148,-14,-1,56
1461464231.775645,-14,-1,56
1461464231.835675,-14,0,56
1461464231.8957317,-15,0,56
1461464231.9557602,-16,-1,56
1461464232.017006,-14,0,56
1461464232.0758543,-15,-1,56
1461464232.135895,-15,-1,56
1461464232.1958678,-15,0,56
1461464232.2559555,-16,-2,56
1461464232.3159444,-14,-1,56
1461464232.3759568,-15,-1,56
1461464232.4360704,-33,0,56
1461464232.4960299,-16,-1,56
1461464232.5560873,-15,0,56
1461464232.6161118,-15,-1,56
1461464232.6761703,-13,1,56
1461464232.7362237,-15,0,56
1461464232.796192,-16,0,56
1461464232.8562427,-16,0,57
1461464232.9162781,-14,0,57
1461464232.9762788,-14,0,57
1461464233.0363054,-14,0,57
1461464233.09642,-18,-2,57
1461464233.156403,-20,1,56
1461464233.2164712,-17,0,56
1461464233.276454,-15,-1,57
1461464233.3364596,-16,1,57
1461464233.3964944,-16,0,56
1461464233.4565291,-16,0,56
1461464233.5165768,-15,0,57
1461464233.5766077,-14,0,57
1461464233.6367052,-18,-1,57
1461464233.6966727,-17,0,57
1461464233.7566915,-16,0,57
1461464233.8167627,-15,0,56
1461464233.8767967,-15,-1,56
1461464233.936818,-16,0,56
1461464233.9968069,-17,-1,57
1461464234.0568852,-16,0,57
1461464234.1168964,-15,0,57
1461464234.176979,-14,0,57
1461464234.2369797,-18,-1,57
1461464234.2970142,-17,0,56
1461464234.3570213,-17,0,57
1461464234.4170632,-17,-1,56
1461464234.4771037,-16,-1,56
1461464234.5371277,-15,0,56
1461464234.5972476,-19,0,57
1461464234.6572754,-21,0,56
1461464234.7173557,-17,0,57
1461464234.777286,-16,0,57
1461464234.8373716,-19,0,57
1461464234.8973925,-18,0,57
1461464234.9574754,-19,1,56
1461464235.0175118,-16,0,57
1461464235.0774581,-16,0,57
1461464235.1374917,-15,0,57
1461464235.197549,-17,0,57
1461464235.2575645,-17,0,57
1461464235.3176856,-17,0,57
1461464235.3778455,-16,0,56
1461464235.4376419,-15,2,57
1461464235.497643,-18,-1,56
1461464235.5577106,-18,0,56
1461464235.6178339,-17,-1,56
1461464235.6777806,-16,0,58
1461464235.7379866,-17,-1,57
1461464235.797805,-17,0,57
1461464235.857874,-17,0,56
1461464235.91797,-17,0,56
1461464235.9779217,-16,0,56
1461464236.0380597,-17,0,57
1461464236.0979745,-17,0,57
1461464236.158032,-17,0,57
1461464236.218106,-17,0,57
1461464236.2780826,-16,0,56
1461464236.3381054,-14,1,57
1461464236.3982048,-18,-1,56
1461464236.4581678,-17,0,56
1461464236.5183294,-14,-1,56
1461464236.577855,-16,0,56
1461464236.6378624,-15,0,56
1461464236.6980033,-16,0,56
1461464236.7579002,-16,0,56
1461464236.8179467,-16,-1,56
1461464236.878034,-17,0,56
1461464236.9380636,-17,0,57
1461464236.9980829,-17,-1,57
1461464237.0580976,-17,0,56
1461464237.1181548,-18,1,56
1461464237.1781762,-17,-1,56
1461464237.2381833,-16,0,56
1461464237.2982461,-18,-1,56
1461464237.3582532,-17,0,56
1461464237.418277,-17,-1,56
1461464237.4782777,-17,0,56
1461464237.5383399,-17,-1,56
1461464237.5983503,-17,0,56
1461464237.658435,-17,0,56
1461464237.7184312,-19,0,56
1461464237.7784436,-17,-1,56
1461464237.8385258,-16,0,56
1461464237.8986025,-18,0,56
1461464237.9585953,-17,0,56
1461464238.0185719,-17,0,56
1461464238.0786011,-17,0,56
1461464238.1386333,-17,0,56
1461464238.1986697,-18,0,56
1461464238.2587044,-17,0,56
1461464238.3187206,-17,0,56
1461464238.3787565,-17,0,55
1461464238.4388313,-17,0,56
1461464238.4988294,-19,-1,56
1461464238.5588636,-18,0,56
1461464238.6188853,-18,0,56
1461464238.6789095,-17,0,56
1461464238.7389393,-18,0,56
1461464238.798985,-19,-1,56
1461464238.8590016,-18,0,56
1461464238.9190722,-18,0,56
1461464238.979094,-18,0,56
1461464239.0391192,-17,0,57
1461464239.0991569,-18,1,56
1461464239.1591816,-19,0,57
1461464239.2192533,-18,0,56
1461464239.2792783,-18,0,56
1461464239.3393054,-18,0,57
1461464239.399318,-18,1,57
1461464239.4593878,-18,0,56
1461464239.5193827,-18,0,56
1461464239.5794075,-18,0,56
1461464239.6394277,-18,0,56
1461464239.6994553,-19,0,57
1461464239.759487,-18,0,56
1461464239.819529,-19,-1,56
1461464239.8795705,-18,0,57
1461464239.9395766,-19,0,57
1461464239.999619,-18,0,57
1461464240.0596611,-18,0,57
1461464240.1197474,-18,0,56
1461464240.1797602,-18,0,56
1461464240.2397628,-18,0,57
1461464240.29978,-19,0,56
1461464240.3598142,-18,0,56
1461464240.419858,-18,1,56
1461464240.4798737,-18,0,57
1461464240.540284,-25,0,56
1461464240.6003034,-20,0,56
1461464240.6603293,-20,0,56
1461464240.7203882,-19,0,56
1461464240.7803965,-19,0,57
1461464240.8404336,-21,0,56
1461464240.900484,-21,-1,56
1461464240.9605253,-20,0,56
1461464241.0205467,-18,2,56
1461464241.080582,-19,0,56
1461464241.1405954,-20,0,56
1461464241.2006195,-21,0,56
1461464241.2606506,-20,0,56
1461464241.3207412,-19,0,56
1461464241.3807812,-19,-1,56
1461464241.4407892,-21,0,56
1461464241.500787,-22,0,56
1461464241.5612938,-23,-1,56
1461464241.6206665,-33,-1,56
1461464241.6806061,-19,-1,57
1461464241.7409532,-22,0,57
1461464241.800944,-22,-1,56
1461464241.8609645,-21,0,56
1461464241.9211018,-21,-1,56
1461464241.9810498,-19,0,56
1461464242.0410883,-22,-1,56
1461464242.1011012,-21,0,56
1461464242.1611342,-21,-1,56
1461464242.2211604,-21,-1,56
1461464242.281214,-19,0,56
1461464242.3412254,-21,0,56
1461464242.4012558,-22,0,56
1461464242.4612694,-21,0,56
1461464242.5213237,-21,-1,56
1461464242.581371,-21,-1,56
1461464242.6414053,-22,-1,56
1461464242.7014105,-21,0,56
1461464242.7614362,-21,0,57
1461464242.821467,-22,-1,56
1461464242.8815327,-21,-1,56
1461464242.941558,-22,0,56
1461464243.0015666,-22,0,56
1461464243.0615957,-22,0,56
1461464243.1217184,-21,0,56
1461464243.1817203,-22,0,56
1461464243.2417355,-22,0,56
1461464243.3017302,-22,0,56
1461464243.3617532,-22,0,56
1461464243.4217947,-21,0,56
1461464243.4818192,-22,-1,57
1461464243.5421164,-22,0,56
1461464243.6018906,-22,0,56
1461464243.6620183,-21,0,56
1461464243.7219536,-22,0,56
1461464243.781977,-22,-1,56
1461464243.842016,-22,0,56
1461464243.9020767,-23,-1,56
1461464243.9620636,-22,0,56
1461464244.0221083,-21,0,56
1461464244.0821495,-21,0,56
1461464244.142231,-24,-1,56
1461464244.202214,-23,0,56
1461464244.2624173,-22,0,55
1461464244.3222678,-22,0,56
1461464244.3822908,-21,0,56
1461464244.442348,-23,0,56
1461464244.5023685,-24,-1,56
1461464244.5623915,-22,0,56
1461464244.622429,-21,1,56
1461464244.6824548,-22,0,56
1461464244.7425308,-24,-1,56
1461464244.8025424,-23,0,56
1461464244.862604,-23,-1,56
1461464244.9226234,-22,0,56
1461464244.9826648,-23,0,57
1461464245.0426474,-23,0,56
1461464245.102699,-23,0,56
1461464245.1627278,-22,0,56
1461464245.2227383,-22,1,56
1461464245.2827644,-22,0,56
1461464245.3428452,-24,0,56
1461464245.40288,-23,0,56
1461464245.4628892,-27,0,56
1461464245.5228946,-23,0,56
1461464245.5829322,-22,0,57
1461464245.6430118,-26,-1,56
1461464245.7030284,-24,-1,56
1461464245.7630446,-23,0,56
1461464245.8230436,-23,0,56
1461464245.88322,-23,-1,56
1461464245.9431112,-24,0,56
1461464246.0031404,-23,1,57
1461464246.063193,-23,0,56
1461464246.12321,-23,0,56
1461464246.1832433,-22,0,56
1461464246.2432606,-24,0,56
1461464246.3032913,-24,0,56
1461464246.3633175,-24,0,56
1461464246.423385,-23,0,56
1461464246.4834018,-23,0,56
1461464246.5434248,-24,1,56
1461464246.603464,-25,0,56
1461464246.6635134,-24,0,56
1461464246.7235398,-23,0,56
1461464246.7835875,-24,0,56
1461464246.8436017,-26,-1,56
1461464246.9036627,-26,-1,56
1461464246.963677,-24,0,56
1461464247.0236998,-23,0,56
1461464247.0837312,-23,0,56
1461464247.1437917,-25,-1,56
1461464247.2037745,-25,0,56
1461464247.263807,-24,0,56
1461464247.3238497,-24,0,57
1461464247.3840141,-23,0,56
1461464247.4438972,-25,0,56
1461464247.5040395,-25,0,56
1461464247.5640368,-25,0,55
1461464247.6240392,-25,-1,56
1461464247.6840513,-24,-1,56
1461464247.7440903,-26,0,56
1461464247.8040953,-25,1,56
1461464247.8641276,-25,0,56
1461464247.9241948,-24,0,56
1461464247.9842038,-23,0,56
1461464248.0442214,-26,0,56
1461464248.104251,-26,0,56
1461464248.164286,-25,0,56
1461464248.2243826,-27,-2,56
1461464248.2843952,-25,0,56
1461464248.3444037,-26,0,56
1461464248.4046705,-30,0,56
1461464248.4644885,-26,0,56
1461464248.5245311,-25,0,56
1461464248.5845444,-25,0,56
1461464248.6445587,-26,-1,56
1461464248.7045767,-26,0,56
1461464248.764715,-26,0,56
1461464248.824672,-25,0,56
1461464248.8848455,-25,0,56
1461464248.9447381,-26,0,56
1461464249.0047264,-26,0,56
1461464249.0647697,-26,-1,56
1461464249.124798,-25,0,56
1461464249.184858,-25,-1,57
1461464249.2448635,-26,0,56
1461464249.3048818,-26,0,56
1461464249.3649096,-27,-1,56
1461464249.424953,-25,0,56
1461464249.4849567,-26,0,56
1461464249.5450406,-26,-1,57
1461464249.6050398,-27,0,56
1461464249.6650848,-26,0,56
1461464249.7250993,-25,0,56
1461464249.7851322,-25,0,56
1461464249.8451812,-26,0,56
1461464249.9052348,-27,-1,56
1461464249.9652393,-26,0,56
1461464250.0252683,-26,0,56
1461464250.0852947,-26,-1,56
1461464250.145352,-26,1,56
1461464250.2053633,-27,0,56
1461464250.265405,-26,0,56
1461464250.3254151,-25,1,56
1461464250.3855178,-25,0,56
1461464250.445502,-27,0,57
1461464250.505519,-26,1,56
1461464250.5655484,-26,0,56
1461464250.625585,-26,0,56
1461464250.6856022,-27,0,56
1461464250.7456756,-27,0,56
1461464250.8056817,-27,0,56
1461464250.8657079,-27,-1,56
1461464250.9257495,-26,0,56
1461464250.9857676,-26,0,57
1461464251.0458171,-28,-1,57
1461464251.105858,-29,-1,57
1461464251.1658638,-27,0,55
1461464251.2259414,-26,0,56
1461464251.2859302,-26,0,56
1461464251.3459918,-28,0,56
1461464251.4060009,-27,0,56
1461464251.4660692,-30,0,48
1461464251.526069,-31,-4,56
1461464251.586089,-26,2,56
1461464251.6461196,-29,0,56
1461464251.7061741,-27,0,56
1461464251.76619,-27,0,56
1461464251.8262343,-28,-1,56
1461464251.886274,-26,2,56
1461464251.9463325,-29,0,56
1461464252.0063193,-29,0,56
1461464252.06654,-28,-1,56
1461464252.1263752,-27,0,56
1461464252.1864114,-26,0,56
1461464252.2464304,-28,0,56
1461464252.3064787,-29,0,56
1461464252.3665104,-28,-1,56
1461464252.4265344,-28,-1,56
1461464252.4865606,-28,-1,56
1461464252.5466583,-26,0,57
1461464252.6066709,-30,-1,56
1461464252.6666827,-28,0,56
1461464252.7268653,-28,-1,56
