time,distance
1461394071.7539418,0
1461394071.812257,0
1461394071.8703241,0
1461394071.9285803,0
1461394071.9867291,0
1461394072.0447886,0
1461394072.1020439,0
1461394072.1593003,0
1461394072.2172494,0
1461394072.275464,0
1461394072.3328443,0
1461394072.3909166,0
1461394072.4489343,0
1461394072.5070121,0
1461394072.564991,0
1461394072.623028,0
1461394072.6810684,0
1461394072.7384999,0
1461394072.7966075,0
1461394072.8545692,0
1461394072.9125082,0
1461394072.970479,0
1461394073.0318437,0
1461394073.0897844,0
1461394073.1478796,0
1461394073.2052884,0
1461394073.2666328,0
1461394073.32482,0
1461394073.3828392,0
1461394073.4441829,0
1461394073.5023546,0
1461394073.5605576,0
1461394073.6186512,0
1461394073.6766427,0
1461394073.734372,0
1461394073.792105,0
1461394073.8533309,0
1461394073.9115005,0
1461394073.9694812,0
1461394074.027544,0
1461394074.085653,0
1461394074.1440215,0
1461394074.2020123,0
1461394074.2633953,0
1461394074.3207612,0
1461394074.3786886,0
1461394074.4367843,0
1461394074.4947135,0
1461394074.5526407,0
1461394074.6108122,0
1461394074.6688733,0
1461394074.7268217,0
1461394074.7850013,0
1461394074.8431358,0
1461394074.9013138,0
1461394074.9592257,0
1461394075.017216,0
1461394075.0751777,0
1461394075.133355,0
1461394075.1912951,0
1461394075.249263,0
1461394075.3072124,0
1461394075.365228,0
1461394075.423338,0
1461394075.481496,0
1461394075.5396874,0
1461394075.5977314,0
1461394075.6559272,0
1461394075.7140996,0
1461394075.7721417,0
1461394075.8300874,0
1461394075.888178,0
1461394075.9461277,0
1461394076.0042794,0
1461394076.062322,0
1461394076.120278,0
1461394076.1816247,0
1461394076.2395759,0
1461394076.2976594,0
1461394076.3555691,0
1461394076.4135644,0
1461394076.4716153,0
1461394076.5296102,0
1461394076.5876307,0
1461394076.645717,0
1461394076.7035773,0
1461394076.7616546,0
1461394076.8197565,0
1461394076.8778071,0
1461394076.935857,0
1461394076.9938478,0
1461394077.0517983,0
1461394077.1097634,0
1461394077.1676867,0
1461394077.225713,0
1461394077.2837152,0
1461394077.341845,0
1461394077.3992593,0
1461394077.4573584,0
1461394077.5154293,0
1461394077.5735161,0
1461394077.6317272,0
1461394077.6931026,0
1461394077.7513056,0
1461394077.8093464,0
1461394077.867373,0
1461394077.9252799,0
1461394077.9833045,0
1461394078.0414412,0
1461394078.0995362,0
1461394078.1575494,0
1461394078.2155707,0
1461394078.2737122,0
1461394078.3317044,0
1461394078.389745,0
1461394078.4476705,0
1461394078.5057564,0
1461394078.5637906,0
1461394078.6217947,0
1461394078.6799452,0
1461394078.7380972,0
1461394078.7960982,0
1461394078.8541794,0
1461394078.912151,0
1461394078.9734833,0
1461394079.0315378,0
1461394079.0898614,0
1461394079.1486013,0
1461394079.2064943,0
1461394079.2645552,0
1461394079.3225925,0
1461394079.3805625,0
1461394079.4386058,0
1461394079.4970288,0
