time,distance
1461394962.9520483,0
1461394963.0203803,0
1461394963.0784607,0
1461394963.1364493,0
1461394963.1944556,0
1461394963.252765,0
1461394963.3108163,0
1461394963.368839,0
1461394963.426829,0
1461394963.4849474,0
1461394963.5429215,0
1461394963.6010191,0
1461394963.658416,0
1461394963.7164423,0
1461394963.7744021,0
1461394963.8324351,0
1461394963.8938074,0
1461394963.9522157,0
1461394964.0104268,0
1461394964.0684595,0
1461394964.1263943,0
1461394964.1845453,0
1461394964.2427406,0
1461394964.3009791,0
1461394964.3589692,0
1461394964.417137,0
1461394964.4752123,0
1461394964.533242,0
1461394964.5913303,0
1461394964.6488705,0
1461394964.7061975,0
1461394964.7643082,0
1461394964.822336,0
1461394964.880301,0
1461394964.93844,0
1461394964.995594,0
1461394965.053719,0
1461394965.111695,0
1461394965.16985,0
1461394965.227964,0
1461394965.2859817,0
1461394965.344035,0
1461394965.4022741,0
1461394965.4595456,0
1461394965.5175707,0
1461394965.5756035,0
1461394965.6336539,0
1461394965.6917005,0
1461394965.749793,0
1461394965.807814,0
1461394965.8661191,0
1461394965.9241362,0
1461394965.9821265,0
1461394966.0405133,0
1461394966.098638,0
1461394966.1566453,0
1461394966.2147086,0
1461394966.2728965,0
1461394966.3311362,0
1461394966.3892198,0
1461394966.4472826,0
1461394966.5054379,0
1461394966.5637496,0
1461394966.621854,0
1461394966.6799133,0
1461394966.7380571,0
1461394966.7962034,0
1461394966.854417,0
1461394966.9125266,0
1461394966.9704287,0
1461394967.0285623,0
1461394967.0865197,0
1461394967.1447294,0
1461394967.2027495,0
1461394967.2608442,0
1461394967.3188343,0
1461394967.3769524,0
1461394967.4348857,0
1461394967.492803,0
1461394967.5507388,0
1461394967.6087775,0
1461394967.6669524,0
1461394967.7249787,0
1461394967.7837272,0
1461394967.8418193,0
1461394967.899963,0
1461394967.9581177,0
1461394968.0162723,0
1461394968.074263,0
1461394968.1323807,0
1461394968.193761,0
1461394968.2519674,0
1461394968.3099332,0
1461394968.3679736,0
1461394968.4260745,0
1461394968.4840906,0
1461394968.5421216,0
1461394968.6035442,0
1461394968.6616561,0
1461394968.7196739,0
1461394968.7776804,0
1461394968.8358912,0
1461394968.8941565,0
1461394968.9525845,0
1461394969.0109646,0
1461394969.0691252,0
1461394969.1274033,0
1461394969.1854181,0
1461394969.243528,0
1461394969.3015947,0
1461394969.3599887,0
1461394969.4213872,0
1461394969.4797056,0
1461394969.5377326,0
1461394969.5957856,0
1461394969.6538377,0
1461394969.711879,0
1461394969.7700014,0
1461394969.831376,0
1461394969.88949,0
1461394969.9475858,0
1461394970.0055902,0
1461394970.0635674,0
1461394970.1219063,0
1461394970.1804543,0
1461394970.239214,0
1461394970.2971902,0
1461394970.3555827,0
1461394970.413741,0
1461394970.4720092,0
1461394970.5300648,0
1461394970.5880263,0
1461394970.6494117,0
1461394970.7074695,0
1461394970.7653625,0
1461394970.8233979,0
1461394970.8813546,0
1461394970.9393225,0
1461394970.9973927,0
1461394971.0547755,0
1461394971.1129375,0
1461394971.1710417,0
1461394971.2290506,0
1461394971.287207,0
1461394971.3501875,0
1461394971.4078379,0
1461394971.4699304,0
1461394971.528702,0
1461394971.587209,0
1461394971.6449537,0
1461394971.703456,0
1461394971.761976,0
1461394971.820475,0
1461394971.879342,0
1461394971.9380171,0
1461394971.9967544,0
1461394972.0552077,0
1461394972.113693,0
1461394972.172169,0
1461394972.2306337,0
1461394972.2890549,0
1461394972.347488,0
1461394972.406255,0
